Proba d'emission B-X
  vu      ju      vl      jl     Proba d'emission(s-1)
 26       6       5       5      0.112382D+08
 27       6       5       5      0.119309D+08
 24       6       6       5      0.876064D+06
 25       6       6       5      0.288307D+05
 26       6       6       5      0.275647D+06
 27       6       6       5      0.127722D+07
 24       6       7       5      0.123502D+08
 25       6       7       5      0.973886D+07
 26       6       7       5      0.685334D+07
 27       6       7       5      0.421717D+07
 24       6       8       5      0.677924D+07
 25       6       8       5      0.921294D+07
 26       6       8       5      0.105749D+08
 27       6       8       5      0.107705D+08
 24       6       9       5      0.320260D+06
 25       6       9       5      0.115928D+06
 26       6       9       5      0.128005D+07
 27       6       9       5      0.315075D+07
 24       6      10       5      0.889738D+07
 25       6      10       5      0.564180D+07
 26       6      10       5      0.274268D+07
 27       6      10       5      0.813598D+06
 24       6      11       5      0.865202D+07
 25       6      11       5      0.960239D+07
 26       6      11       5      0.891145D+07
 27       6      11       5      0.709338D+07
 24       6      12       5      0.115908D+07
 25       6      12       5      0.342518D+07
 26       6      12       5      0.564555D+07
 27       6      12       5      0.704085D+07
 24       6      13       5      0.877432D+06
 25       6      13       5      0.841011D+03
 26       6      13       5      0.616972D+06
 27       6      13       5      0.208785D+07
 24       6      14       5      0.399423D+07
 25       6      14       5      0.179399D+07
 26       6      14       5      0.372027D+06
 27       6      14       5      0.991500D+04
 24       6      15       5      0.408166D+07
 25       6      15       5      0.290139D+07
 26       6      15       5      0.150543D+07
 27       6      15       5      0.467308D+06
 24       6      16       5      0.375031D+07
 25       6      16       5      0.487159D+06
 26       6      16       5      0.203992D+07
 27       6      16       5      0.102160D+06
 28       6       0       5      0.515114D+07
 29       6       0       5      0.435555D+07
 30       6       0       5      0.368526D+07
 31       6       0       5      0.311976D+07
 28       6       1       5      0.162152D+08
 29       6       1       5      0.146091D+08
 30       6       1       5      0.130992D+08
 31       6       1       5      0.116937D+08
 28       6       2       5      0.142977D+08
 29       6       2       5      0.144721D+08
 30       6       2       5      0.143736D+08
 31       6       2       5      0.140457D+08
 28       6       3       5      0.115182D+07
 29       6       3       5      0.201804D+07
 30       6       3       5      0.293574D+07
 31       6       3       5      0.381905D+07
 28       6       4       5      0.500864D+07
 29       6       4       5      0.329924D+07
 30       6       4       5      0.198160D+07
 31       6       4       5      0.104156D+07
 28       6       5       5      0.119335D+08
 29       6       5       5      0.113719D+08
 30       6       5       5      0.104011D+08
 31       6       5       5      0.917616D+07
 28       6       6       5      0.267877D+07
 29       6       6       5      0.417326D+07
 30       6       6       5      0.553097D+07
 31       6       6       5      0.660539D+07
 28       6       7       5      0.215293D+07
 29       6       7       5      0.792287D+06
 30       6       7       5      0.119231D+06
 31       6       7       5      0.227113D+05
 28       6       8       5      0.998030D+07
 29       6       8       5      0.852203D+07
 30       6       8       5      0.673915D+07
 31       6       8       5      0.492855D+07
 28       6       9       5      0.510409D+07
 29       6       9       5      0.668860D+07
 30       6       9       5      0.766306D+07
 31       6       9       5      0.797206D+07
 28       6      10       5      0.297453D+05
 29       6      10       5      0.240192D+06
 30       6      10       5      0.112091D+07
 31       6      10       5      0.230861D+07
 28       6      11       5      0.483337D+07
 29       6      11       5      0.272678D+07
 30       6      11       5      0.115272D+07
 31       6      11       5      0.257033D+06
 28       6      12       5      0.733508D+07
 29       6      12       5      0.665560D+07
 30       6      12       5      0.534934D+07
 31       6      12       5      0.381106D+07
 28       6      13       5      0.368893D+07
 29       6      13       5      0.488183D+07
 30       6      13       5      0.541084D+07
 31       6      13       5      0.527273D+07
 28       6      14       5      0.526402D+06
 29       6      14       5      0.151254D+07
 30       6      14       5      0.254719D+07
 31       6      14       5      0.332709D+07
 28       6      15       5      0.184095D+05
 29       6      15       5      0.131965D+06
 30       6      15       5      0.612943D+06
 31       6      15       5      0.122230D+07
 28       6      16       5      0.445206D+06
 29       6      16       5      0.558425D+05
 30       6      16       5      0.144796D+04
 31       6      16       5      0.492577D+06
 32       6       0       5      0.264135D+07
 33       6       0       5      0.223456D+07
 34       6       0       5      0.188594D+07
 35       6       0       5      0.158372D+07
 32       6       1       5      0.103931D+08
 33       6       1       5      0.919103D+07
 34       6       1       5      0.807634D+07
 35       6       1       5      0.703393D+07
 32       6       2       5      0.135279D+08
 33       6       2       5      0.128511D+08
 34       6       2       5      0.120364D+08
 35       6       2       5      0.110942D+08
 32       6       3       5      0.460447D+07
 33       6       3       5      0.524567D+07
 34       6       3       5      0.570787D+07
 35       6       3       5      0.596252D+07
 32       6       4       5      0.437444D+06
 33       6       4       5      0.112171D+06
 34       6       4       5      0.202371D+04
 35       6       4       5      0.419337D+05
 32       6       5       5      0.783374D+07
 33       6       5       5      0.648271D+07
 34       6       5       5      0.520290D+07
 35       6       5       5      0.404739D+07
 32       6       6       5      0.732335D+07
 33       6       6       5      0.766731D+07
 34       6       6       5      0.765715D+07
 35       6       6       5      0.733415D+07
 32       6       7       5      0.344748D+06
 33       6       7       5      0.916907D+06
 34       6       7       5      0.158308D+07
 35       6       7       5      0.221083D+07
 32       6       8       5      0.330453D+07
 33       6       8       5      0.199209D+07
 34       6       8       5      0.103805D+07
 35       6       8       5      0.429080D+06
 32       6       9       5      0.769105D+07
 33       6       9       5      0.696657D+07
 34       6       9       5      0.596791D+07
 35       6       9       5      0.485379D+07
 32       6      10       5      0.349000D+07
 33       6      10       5      0.444369D+07
 34       6      10       5      0.504671D+07
 35       6      10       5      0.526020D+07
